Input.text1,Input.text2,Answer.semantic-similarity.label,Input.dataset,Title,Description,Input.SE_Model,Input.SE_Thresh
"the picture , scored by a perversely cheerful marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","the images , scored by a perversely happy marcus miller accordion/harmonica/banjo abomination , is a memorial to bad in all its florid variety .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"the picture , scored by a perversely cheerful marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .","the images , scored by a perversely happy marcus miller accordion/harmonica/banjo abomination , is a memorial to bad in all its florid variety .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a hit- and-miss affair , consistently amusing but not as outrageous or funny as cho may have intended or as imaginative as one might have hoped .","a hit- and-miss affair , perpetually fun but not as outrageous or funny as cho may have intended or as imaginative as one perhaps have hoped .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a hit- and-miss affair , consistently amusing but not as outrageous or funny as cho may have intended or as imaginative as one might have hoped .","a hit- and-miss affair , perpetually fun but not as outrageous or funny as cho may have intended or as imaginative as one perhaps have hoped .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a hit- and-miss affair , consistently amusing but not as outrageous or funny as cho may have intended or as imaginative as one might have hoped .","a hit- and-miss affair , perpetually fun but not as outrageous or funny as cho may have intended or as imaginative as one perhaps have hoped .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a hit- and-miss affair , consistently amusing but not as outrageous or funny as cho may have intended or as imaginative as one might have hoped .","a hit- and-miss affair , perpetually fun but not as outrageous or funny as cho may have intended or as imaginative as one perhaps have hoped .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a hit- and-miss affair , consistently amusing but not as outrageous or funny as cho may have intended or as imaginative as one might have hoped .","a hit- and-miss affair , perpetually fun but not as outrageous or funny as cho may have intended or as imaginative as one perhaps have hoped .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a hit- and-miss affair , consistently amusing but not as outrageous or funny as cho may have intended or as imaginative as one might have hoped .","a hit- and-miss affair , perpetually fun but not as outrageous or funny as cho may have intended or as imaginative as one perhaps have hoped .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a hit- and-miss affair , consistently amusing but not as outrageous or funny as cho may have intended or as imaginative as one might have hoped .","a hit- and-miss affair , perpetually fun but not as outrageous or funny as cho may have intended or as imaginative as one perhaps have hoped .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a hit- and-miss affair , consistently amusing but not as outrageous or funny as cho may have intended or as imaginative as one might have hoped .","a hit- and-miss affair , perpetually fun but not as outrageous or funny as cho may have intended or as imaginative as one perhaps have hoped .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a hit- and-miss affair , consistently amusing but not as outrageous or funny as cho may have intended or as imaginative as one might have hoped .","a hit- and-miss affair , perpetually fun but not as outrageous or funny as cho may have intended or as imaginative as one perhaps have hoped .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a hit- and-miss affair , consistently amusing but not as outrageous or funny as cho may have intended or as imaginative as one might have hoped .","a hit- and-miss affair , perpetually fun but not as outrageous or funny as cho may have intended or as imaginative as one perhaps have hoped .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
feels strangely hollow at its emotional core .,feels weirdly hollow at its emotional core .,Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
feels strangely hollow at its emotional core .,feels weirdly hollow at its emotional core .,Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
feels strangely hollow at its emotional core .,feels weirdly hollow at its emotional core .,Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
feels strangely hollow at its emotional core .,feels weirdly hollow at its emotional core .,Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
feels strangely hollow at its emotional core .,feels weirdly hollow at its emotional core .,Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
feels strangely hollow at its emotional core .,feels weirdly hollow at its emotional core .,Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
feels strangely hollow at its emotional core .,feels weirdly hollow at its emotional core .,Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
feels strangely hollow at its emotional core .,feels weirdly hollow at its emotional core .,Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
feels strangely hollow at its emotional core .,feels weirdly hollow at its emotional core .,Strongly Disagree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
feels strangely hollow at its emotional core .,feels weirdly hollow at its emotional core .,Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
a movie that the less charitable might describe as a castrated cross between highlander and lolita .,a film that the less charitable perhaps describe as a castrated crossing between highlander and lolita .,Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
a movie that the less charitable might describe as a castrated cross between highlander and lolita .,a film that the less charitable perhaps describe as a castrated crossing between highlander and lolita .,Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
a movie that the less charitable might describe as a castrated cross between highlander and lolita .,a film that the less charitable perhaps describe as a castrated crossing between highlander and lolita .,Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
a movie that the less charitable might describe as a castrated cross between highlander and lolita .,a film that the less charitable perhaps describe as a castrated crossing between highlander and lolita .,Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
a movie that the less charitable might describe as a castrated cross between highlander and lolita .,a film that the less charitable perhaps describe as a castrated crossing between highlander and lolita .,Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
a movie that the less charitable might describe as a castrated cross between highlander and lolita .,a film that the less charitable perhaps describe as a castrated crossing between highlander and lolita .,Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
a movie that the less charitable might describe as a castrated cross between highlander and lolita .,a film that the less charitable perhaps describe as a castrated crossing between highlander and lolita .,Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
a movie that the less charitable might describe as a castrated cross between highlander and lolita .,a film that the less charitable perhaps describe as a castrated crossing between highlander and lolita .,Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
a movie that the less charitable might describe as a castrated cross between highlander and lolita .,a film that the less charitable perhaps describe as a castrated crossing between highlander and lolita .,Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
a movie that the less charitable might describe as a castrated cross between highlander and lolita .,a film that the less charitable perhaps describe as a castrated crossing between highlander and lolita .,Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a film of empty , fetishistic violence in which murder is casual and fun .","a film of empty , fetishistic violence in which murders is casual and fun .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a film of empty , fetishistic violence in which murder is casual and fun .","a film of empty , fetishistic violence in which murders is casual and fun .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a film of empty , fetishistic violence in which murder is casual and fun .","a film of empty , fetishistic violence in which murders is casual and fun .",Strongly Disagree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a film of empty , fetishistic violence in which murder is casual and fun .","a film of empty , fetishistic violence in which murders is casual and fun .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a film of empty , fetishistic violence in which murder is casual and fun .","a film of empty , fetishistic violence in which murders is casual and fun .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a film of empty , fetishistic violence in which murder is casual and fun .","a film of empty , fetishistic violence in which murders is casual and fun .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a film of empty , fetishistic violence in which murder is casual and fun .","a film of empty , fetishistic violence in which murders is casual and fun .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a film of empty , fetishistic violence in which murder is casual and fun .","a film of empty , fetishistic violence in which murders is casual and fun .",Not sure,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a film of empty , fetishistic violence in which murder is casual and fun .","a film of empty , fetishistic violence in which murders is casual and fun .",Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
"a film of empty , fetishistic violence in which murder is casual and fun .","a film of empty , fetishistic violence in which murders is casual and fun .",Strongly Agree,mr,Does changing from text1 to text2 preserve meaning?,Compare two short pieces of English text and determine if they mean different things or the same,BERT,0.98
