"original_output","original_score","original_text","perturbed_output","perturbed_score","perturbed_text"
2.0,0.00013744831085205078,"The guy in the black jacket is standing on his hand on a [[checkered]] rectangle .

The [[husband]] [[mows]] the [[lawn]] .",1.0,0.6348553895950317,"The guy in the black jacket is standing on his hand on a [[rugged]] rectangle .

The [[hubby]] [[mowed]] the [[sod]] ."
1.0,0.024259626865386963,"a [[man]] wearing a red jacket and camouflage pants is leaning against a giant [[tree]] in the snow .

A lumberjack poses with a tree he 's about to chop down",2.0,0.5988074541091919,"a [[homme]] wearing a red jacket and camouflage pants is leaning against a giant [[balsam]] in the snow .

A lumberjack poses with a tree he 's about to chop down"
1.0,0.026230216026306152,"A [[man]] in a black hat opens his mouth .

The governor prepared to deliver the speech that would deliver the votes .",2.0,0.6879691481590271,"A [[homme]] in a black hat opens his mouth .

The governor prepared to deliver the speech that would deliver the votes ."
0.0,0.009065091609954834,"A couple of newlyweds [[kissing]] underneath the bride 's veil .

Two people kissing .",2.0,0.9914681315422058,"A couple of newlyweds [[hugging]] underneath the bride 's veil .

Two people kissing ."
1.0,0.0009540915489196777,"An orange on the floor next to a [[dog]] .

The dog is a labrador retriever .",2.0,0.9808506369590759,"An orange on the floor next to a [[cocker]] .

The dog is a labrador retriever ."
0.0,0.007085204124450684,"A large number of people are watching men dressed in kilts , one of whom has thrown a long pole .

people watch men in [[kilts]]",2.0,0.9889764189720154,"A large number of people are watching men dressed in kilts , one of whom has thrown a long pole .

people watch men in [[robes]]"
0.0,0.0019020438194274902,"A child looks at a cactus garden .

A [[human]] is looking at plants .",2.0,0.9999582171440125,"A child looks at a cactus garden .

A [[humanist]] is looking at plants ."
2.0,0.0012998580932617188,"A snowboarder [[dressed]] in yellow [[snow]] [[pants]] and a helmet [[catches]] some [[air]] on fresh powder .

A snowboarder is [[sleep]] .",0.0,0.741304874420166,"A snowboarder [[clothed]] in yellow [[frigid]] [[boxers]] and a helmet [[reap]] some [[airways]] on fresh powder .

A snowboarder is [[slept]] ."
2.0,0.0017521381378173828,"Construction worker standing atop an unfinished building .

The construction worker is [[dead]] .",1.0,0.9880082607269287,"Construction worker standing atop an unfinished building .

The construction worker is [[bereavement]] ."
1.0,0.8839668035507202,"A man standing on a green boat .

He is outside .",1.0,0.8839668035507202,"A man standing on a green boat .

He is outside ."
2.0,0.0015347003936767578,"Two strong men [[work]] to saw a [[log]] .

two strong men are [[having]] a [[beer]]",1.0,0.7006416320800781,"Two strong men [[partnered]] to saw a [[logging]] .

two strong men are [[bearing]] a [[beers]]"
2.0,0.0006609559059143066,"A [[man]] is throwing a small white ball at some red cups .

The woman is [[watching]] [[Shades]] of [[Grey]]",0.0,0.8943953514099121,"A [[fella]] is throwing a small white ball at some red cups .

The woman is [[observing]] [[Nuance]] of [[Gris]]"
1.0,0.01684093475341797,"A woman is chatting as she drinks her coffee .

The woman is chatting with her [[friend]] .",0.0,0.9602992534637451,"A woman is chatting as she drinks her coffee .

The woman is chatting with her [[chum]] ."
0.0,0.07520127296447754,"A group of people , mostly in straw hats , follow a [[man]] onto a beach covered with many large rocks .

The [[man]] and his follows [[walk]] along [[outside]]",1.0,0.6364924311637878,"A group of people , mostly in straw hats , follow a [[mec]] onto a beach covered with many large rocks .

The [[mens]] and his follows [[promenade]] along [[external]]"
0.0,0.028373539447784424,"The man in colorful shorts is [[barefoot]] .

The man has shorts but no shoes .",1.0,0.9943011999130249,"The man in colorful shorts is [[bikini]] .

The man has shorts but no shoes ."
1.0,0.3791236877441406,"Two casually-dressed men , one in a cowboy hat and one in a [[baseball]] cap , make their way through a crowd .

The cap is a Yankee cap .",2.0,0.8244546055793762,"Two casually-dressed men , one in a cowboy hat and one in a [[ball]] cap , make their way through a crowd .

The cap is a Yankee cap ."
0.0,0.0047702789306640625,"A crowd wearing [[orange]] cheering for their team in a stadium .

People wearing orange .",2.0,0.998261570930481,"A crowd wearing [[tangerines]] cheering for their team in a stadium .

People wearing orange ."
0.0,0.021850645542144775,"a man puts his hands up while telling an amusing story to his friend with a beard .

People share a [[conversation]] .",1.0,0.8310514092445374,"a man puts his hands up while telling an amusing story to his friend with a beard .

People share a [[chitchat]] ."
0.0,0.028857886791229248,"A man of the cloth [[puts]] a black substance on a man 's forehead .

The man [[puts]] something on the other mans head .",1.0,0.5260605812072754,"A man of the cloth [[is]] a black substance on a man 's forehead .

The man [[brings]] something on the other mans head ."
2.0,0.00013124942779541016,"A [[group]] of uniformed officers in a [[street]] wearing a [[mixture]] of [[gas]] [[masks]] and face [[shields]] .

The cops are [[sitting]] in a [[donut]] shop .",1.0,0.5581543445587158,"A [[organisations]] of uniformed officers in a [[rue]] wearing a [[blends]] of [[essence]] [[respirator]] and face [[dun]] .

The cops are [[assis]] in a [[donuts]] shop ."
1.0,0.0024623870849609375,"A five person Brass band is seated , semi-circularly , in a white alcove of a church that has stained glass windows .

The [[band]] plays jazz music .",2.0,0.9986546039581299,"A five person Brass band is seated , semi-circularly , in a white alcove of a church that has stained glass windows .

The [[strips]] plays jazz music ."
1.0,0.9224811792373657,"A dog biting a man 's rear

An animal bit its owner .",1.0,0.9224811792373657,"A dog biting a man 's rear

An animal bit its owner ."
1.0,0.00217360258102417,"A man with a beard is playing an acoustic guitar on the street .

The [[man]] tries to make some [[money]] from [[tips]] .",2.0,0.8330150842666626,"A man with a beard is playing an acoustic guitar on the street .

The [[fella]] tries to make some [[monies]] from [[boards]] ."
2.0,0.00012958049774169922,"San Fransisco 49[[ers]] football field with cheerleaders and a [[packed]] [[stadium]] .

The football [[game]] got [[cancelled]] and the [[field]] is empty .",1.0,0.8819029331207275,"San Fransisco 49[[re]] football field with cheerleaders and a [[bags]] [[gym]] .

The football [[plaything]] got [[quashed]] and the [[zone]] is empty ."
0.0,0.14428329467773438,"In [[front]] of a brick [[house]] with a straw roof and some figures , three children stand , two of them holding squares of blackboard .

The children are outdoors",2.0,0.8723635077476501,"In [[frente]] of a brick [[maison]] with a straw roof and some figures , three children stand , two of them holding squares of blackboard .

The children are outdoors"
1.0,0.9788510799407959,"Two men renovate a brick wall outside .

Two men are laying bricks .",1.0,0.9788510799407959,"Two men renovate a brick wall outside .

Two men are laying bricks ."
2.0,0.00521475076675415,"A young girl with glasses sits and [[holds]] two American flags .

A young girl with glasses holds two ice cream cones .",1.0,0.5210954546928406,"A young girl with glasses sits and [[owns]] two American flags .

A young girl with glasses holds two ice cream cones ."
0.0,0.04052656888961792,"A man is installing a [[roof]] .

A man is on top of a building .",2.0,0.9811882972717285,"A man is installing a [[lid]] .

A man is on top of a building ."
2.0,9.334087371826172e-05,"[[A]] [[scruffy]] [[man]] is [[standing]] in front of a red [[shopping]] cart filled with [[boxes]] .

A [[clean]] shaven man with an empty [[blue]] shopping cart .",1.0,0.6178238987922668,"[[another]] [[unkempt]] [[dude]] is [[being]] in front of a red [[store]] cart filled with [[vaults]] .

A [[unpolluted]] shaven man with an empty [[blu]] shopping cart ."
1.0,0.0019089579582214355,"An old [[man]] in a gray [[shirt]] smiles at the [[camera]] while [[doing]] laundry in a small room .

[[The]] [[man]] is a [[father]]",2.0,0.5467791557312012,"An old [[virile]] in a gray [[pullover]] smiles at the [[cameras]] while [[performed]] laundry in a small room .

[[Both]] [[male]] is a [[dad]]"
1.0,0.07896888256072998,"Child [[swimming]] in a pool .

A child swims laps in a lap pool .",2.0,0.9981852173805237,"Child [[bathtub]] in a pool .

A child swims laps in a lap pool ."
1.0,0.9700611233711243,"Several cartoon characters are behind a young girl sitting in a highchair with a bucket and SpongeBob in front of her .

There 's a gathering of cartoon characters .",1.0,0.9700611233711243,"Several cartoon characters are behind a young girl sitting in a highchair with a bucket and SpongeBob in front of her .

There 's a gathering of cartoon characters ."
1.0,0.0029121041297912598,"A middle-aged woman in a light brown trench coat and black boots walks on the sidewalk past a shop entrance .

The middle-aged woman is heading [[home]] .",2.0,0.5777872800827026,"A middle-aged woman in a light brown trench coat and black boots walks on the sidewalk past a shop entrance .

The middle-aged woman is heading [[habitation]] ."
1.0,0.0009725093841552734,"A dog is running in the waves at the beach .

[[The]] [[dog]] is [[fetching]] his toy that his master threw into the [[surf]] .",2.0,0.6033269762992859,"A dog is running in the waves at the beach .

[[Both]] [[pooch]] is [[fetches]] his toy that his master threw into the [[boating]] ."
2.0,0.0009344220161437988,"[[A]] [[woman]] in a red [[jacket]] and [[sunglasses]] [[smiles]] at the camera while another [[woman]] [[unloads]] skis from a [[vehicle]] .

[[A]] [[woman]] in a red [[jacket]] and [[sunglasses]] [[eats]] the camera",1.0,0.6278406381607056,"[[another]] [[females]] in a red [[garb]] and [[lens]] [[grin]] at the camera while another [[lady]] [[disembarking]] skis from a [[car]] .

[[para]] [[girlie]] in a red [[flannel]] and [[hues]] [[ate]] the camera"
1.0,0.08159232139587402,"Man sitting on bench with a suitcase in front of PADDINGTON sign .

A [[man]] taking a [[break]]",0.0,0.6267136335372925,"Man sitting on bench with a suitcase in front of PADDINGTON sign .

A [[male]] taking a [[pause]]"
1.0,0.002811133861541748,"A bicyclist wearing white sunglasses and a white and black [[helmet]] .

A tall human [[wearing]] [[glasses]]",2.0,0.5044896602630615,"A bicyclist wearing white sunglasses and a white and black [[headgear]] .

A tall human [[door]] [[goggles]]"
2.0,0.0001385211944580078,"[[A]] skateboarder [[getting]] ready to perform on a half-tube rink where there are trees in the [[background]] .

Two [[horse]] chase after a [[man]] [[holding]] a carrot .",1.0,0.5865910053253174,"[[another]] skateboarder [[gaining]] ready to perform on a half-tube rink where there are trees in the [[regard]] .

Two [[cheval]] chase after a [[male]] [[arranged]] a carrot ."
1.0,0.0018811821937561035,"A woman poses with sunglasses shaped like dollar signs and a silver suitcase labelled `` LUCKY '' full of bills .

A [[woman]] who just won the jackpot at the casino [[poses]] for a [[picture]] .",2.0,0.8301343321800232,"A woman poses with sunglasses shaped like dollar signs and a silver suitcase labelled `` LUCKY '' full of bills .

A [[mujer]] who just won the jackpot at the casino [[comes]] for a [[movies]] ."
0.0,0.01200711727142334,"Men playing basketball , the guy with the ball is attempting a layup .

Men are playing [[basketball]] .",1.0,0.9652477502822876,"Men playing basketball , the guy with the ball is attempting a layup .

Men are playing [[nba]] ."
0.0,0.6852709054946899,"A man wearing a stocking hat and has a beard is looking at the camera with two women sitting on the couch next to him .

a man is taking pictures",0.0,0.6852709054946899,"A man wearing a stocking hat and has a beard is looking at the camera with two women sitting on the couch next to him .

a man is taking pictures"
0.0,0.8599409461021423,"3 cyclists are racing ahead of a red BMW , with the leader wearing solid white helmet and black cycling pants

People re riding bicycles",0.0,0.8599409461021423,"3 cyclists are racing ahead of a red BMW , with the leader wearing solid white helmet and black cycling pants

People re riding bicycles"
0.0,0.7477198839187622,"Construction workers on lifts working on a building .

There are men working on a building .",0.0,0.7477198839187622,"Construction workers on lifts working on a building .

There are men working on a building ."
2.0,0.0001239776611328125,"[[This]] off-roading [[driver]] [[has]] tipped his [[truck]] .

A Ferrari [[goes]] through the drive-thru .",1.0,0.7105062007904053,"[[These]] off-roading [[drive]] [[possessed]] tipped his [[carload]] .

A Ferrari [[will]] through the drive-thru ."
1.0,0.10388392210006714,"a man standing against a building , in the sunlight , as you can see the shadow of the person taking his picture

A woman is taking a photo of a [[man]] standing outside in the sunlight .",2.0,0.616129994392395,"a man standing against a building , in the sunlight , as you can see the shadow of the person taking his picture

A woman is taking a photo of a [[homme]] standing outside in the sunlight ."
2.0,0.0009818077087402344,"A boy is standing in a pool getting splashed with water .

The boy is not in a [[pool]] .",0.0,0.5190544128417969,"A boy is standing in a pool getting splashed with water .

The boy is not in a [[basin]] ."
2.0,0.10887128114700317,"A few women and children are [[collecting]] items from rocks .

People are throwing rocks .",0.0,0.9053903222084045,"A few women and children are [[levied]] items from rocks .

People are throwing rocks ."
0.0,0.9457985758781433,"Two green painted women perform for a crowd of onlookers .

People are nearby .",0.0,0.9457985758781433,"Two green painted women perform for a crowd of onlookers .

People are nearby ."
0.0,0.4474138617515564,"A young [[cowboy]] is riding bucking bronco in an arena .

A cowboy is riding a bronco outside .",1.0,0.6842681765556335,"A young [[denim]] is riding bucking bronco in an arena .

A cowboy is riding a bronco outside ."
1.0,0.005368232727050781,"A man in a purple jersey is falling down while chasing a player in a green jersey playing soccer

The soccer players [[compete]] in the championship",2.0,0.9890808463096619,"A man in a purple jersey is falling down while chasing a player in a green jersey playing soccer

The soccer players [[pageant]] in the championship"
2.0,0.00013327598571777344,"3 cyclists are racing ahead of a red BMW , with the leader wearing solid white helmet and black cycling pants

Three people are riding [[horses]] across a course .",1.0,0.8718138933181763,"3 cyclists are racing ahead of a red BMW , with the leader wearing solid white helmet and black cycling pants

Three people are riding [[cheval]] across a course ."
0.0,0.015042543411254883,"Passengers in a rusty yellow car driving down the street .

A car drives on a [[street]] .",1.0,0.7008601427078247,"Passengers in a rusty yellow car driving down the street .

A car drives on a [[pavement]] ."
2.0,6.365776062011719e-05,"Two ladies hiding behind their cotton candy , and smiling on the sidewalk .

Two friends [[eat]] [[pizza]] at a [[diner]] .",1.0,0.9723750352859497,"Two ladies hiding behind their cotton candy , and smiling on the sidewalk .

Two friends [[comer]] [[pizzeria]] at a [[remainder]] ."
0.0,0.9658111929893494,"The gentleman is speaking while the others are listening .

The man is being given respect .",0.0,0.9658111929893494,"The gentleman is speaking while the others are listening .

The man is being given respect ."
1.0,0.6222801208496094,"Cityscape with four men on bikes serving as the focal point of picture .

Enjoy the town on foot or by bike .",1.0,0.6222801208496094,"Cityscape with four men on bikes serving as the focal point of picture .

Enjoy the town on foot or by bike ."
0.0,0.02470409870147705,"Girl wearing white shirt sings on stage while playing guitar

A girl plays guitar and sings on [[stage]] .",1.0,0.9761613011360168,"Girl wearing white shirt sings on stage while playing guitar

A girl plays guitar and sings on [[phases]] ."
1.0,0.9726137518882751,"Police are setting up a barricade due to a fire .

People in uniform are working near a fire .",1.0,0.9726137518882751,"Police are setting up a barricade due to a fire .

People in uniform are working near a fire ."
2.0,0.00011086463928222656,"a small brown and white [[dog]] swimming through the pool next to a man .

A man forces his [[cat]] to learn how to use a diving board .",1.0,0.6021946668624878,"a small brown and white [[canine]] swimming through the pool next to a man .

A man forces his [[felines]] to learn how to use a diving board ."
0.0,0.9969534277915955,"A man pointing into the ear wearing a striped shirt in a small boat filled with many people .

A man is pointing into the ear and wearing a light striped shirt .",0.0,0.9969534277915955,"A man pointing into the ear wearing a striped shirt in a small boat filled with many people .

A man is pointing into the ear and wearing a light striped shirt ."
0.0,0.013475179672241211,"A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot .

A basketball player is trying to make a [[shot]] while two players try to block it .",1.0,0.97394198179245,"A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot .

A basketball player is trying to make a [[tir]] while two players try to block it ."
1.0,0.0020378828048706055,"A boat pear with people boarding and disembarking some boats .

people are [[starting]] and [[leaving]] a fishing boat [[tour]]",2.0,0.621309220790863,"A boat pear with people boarding and disembarking some boats .

people are [[opening]] and [[let]] a fishing boat [[travel]]"
2.0,0.0004614591598510742,"Numerous customers browsing for produce in a [[market]] .

People are [[showering]] .",0.0,0.6905269622802734,"Numerous customers browsing for produce in a [[marketing]] .

People are [[showered]] ."
0.0,0.03623795509338379,"A [[man]] [[standing]] in [[front]] of a [[building]] on the phone as two [[men]] to the side pain on the [[side]] .

a guy near a building stands by two other men",1.0,0.5470975041389465,"A [[males]] [[stands]] in [[brow]] of a [[reinforcing]] on the phone as two [[dudes]] to the side pain on the [[hand]] .

a guy near a building stands by two other men"
2.0,0.00015556812286376953,"two people riding their [[bikes]] down a street together .

A couple [[gets]] [[married]] at the [[courthouse]] .",1.0,0.8243889808654785,"two people riding their [[bicycles]] down a street together .

A couple [[reaches]] [[betrothed]] at the [[cour]] ."
2.0,2.4080276489257812e-05,"women 's soccer team competing on the [[field]] .

The women are [[playing]] soccer on Mars .",1.0,0.7242486476898193,"women 's soccer team competing on the [[earth]] .

The women are [[wagering]] soccer on Mars ."
2.0,0.00041431188583374023,"A lit girl splashes around in [[natural]] [[water]] .

The girl is [[sitting]] [[inside]] .",1.0,0.799730658531189,"A lit girl splashes around in [[inborn]] [[aqueduct]] .

The girl is [[hearing]] [[within]] ."
0.0,0.005601704120635986,"A [[woman]] in a white shirt inspects a black garment while sitting in a chair at a festival .

A woman inspects a garment .",1.0,0.9282985329627991,"A [[fille]] in a white shirt inspects a black garment while sitting in a chair at a festival .

A woman inspects a garment ."
1.0,0.0022612810134887695,"Two women sitting at a [[table]] with their [[hands]] together .

Two [[women]] are [[praying]] at a [[table]] before they [[eat]] their [[lunch]] .",2.0,0.9499993920326233,"Two women sitting at a [[tables]] with their [[mains]] together .

Two [[femme]] are [[pray]] at a [[put]] before they [[devour]] their [[lunchtime]] ."
2.0,0.0005323290824890137,"A female within the foreground is heading towards a large white colored pillar that is apart of a large building with people are loitering or waiting on the steps of said building .

A [[dog]] is running up the steps of a building .",0.0,0.8585827350616455,"A female within the foreground is heading towards a large white colored pillar that is apart of a large building with people are loitering or waiting on the steps of said building .

A [[canine]] is running up the steps of a building ."
0.0,0.015099883079528809,"Three little kids on a swing set ; one is upside down , one hanging from the top bar , and on a swing .

three [[kids]] on a [[swing]] set",1.0,0.9654580354690552,"Three little kids on a swing set ; one is upside down , one hanging from the top bar , and on a swing .

three [[enfants]] on a [[swinging]] set"
1.0,0.0006930828094482422,"A woman in a red [[jacket]] and sunglasses smiles at the camera while another woman unloads skis from a vehicle .

A [[tall]] [[woman]] in a red jacket and sunglasses smiles at the camera",2.0,0.6907143592834473,"A woman in a red [[robe]] and sunglasses smiles at the camera while another woman unloads skis from a vehicle .

A [[large]] [[femmes]] in a red jacket and sunglasses smiles at the camera"
0.0,0.023004233837127686,"Instructor on Basket weaving at [[fair]]

A basket weaving instructor at the fair .",1.0,0.9908097982406616,"Instructor on Basket weaving at [[unprejudiced]]

A basket weaving instructor at the fair ."
0.0,0.014813244342803955,"A yellow [[race]] [[car]] sliding through a corner as spectators watch .

A racecar is being watched .",1.0,0.575908899307251,"A yellow [[ethnicity]] [[cars]] sliding through a corner as spectators watch .

A racecar is being watched ."
1.0,0.19273686408996582,"A small child in a red jacket is sitting on a man 's shoulders and holding his head .

[[Th]] small child is watching a [[performance]] .",2.0,0.6595457792282104,"A small child in a red jacket is sitting on a man 's shoulders and holding his head .

[[Nunez]] small child is watching a [[performing]] ."
0.0,0.01623368263244629,"The man in the [[black]] t-shirt is trying to throw something .

The man is in a [[black]] shirt .",2.0,0.9981870055198669,"The man in the [[noir]] t-shirt is trying to throw something .

The man is in a [[negra]] shirt ."
1.0,0.037086665630340576,"A police person is on a motorcycle on the side of a street .

A policewoman is sitting on the [[motorcycle]] behind the parked car .",2.0,0.8704267144203186,"A police person is on a motorcycle on the side of a street .

A policewoman is sitting on the [[motorbikes]] behind the parked car ."
0.0,0.016947150230407715,"A little boy watches from his stroller as an older boy with a [[yellow]] balloon wanders a few steps away in a fair like setting .

[[A]] boy has a [[yellow]] [[balloon]] .",2.0,0.687386155128479,"A little boy watches from his stroller as an older boy with a [[yellowish]] balloon wanders a few steps away in a fair like setting .

[[para]] boy has a [[yellowish]] [[balloons]] ."
1.0,0.0427623987197876,"A brown dog jumps over an obstacle .

The dog is a [[chihuahua]] .",2.0,0.9982507824897766,"A brown dog jumps over an obstacle .

The dog is a [[zeus]] ."
1.0,0.004705488681793213,"The man walks among the large trees .

The man is lost in the [[woods]] .",2.0,0.9828939437866211,"The man walks among the large trees .

The man is lost in the [[madeira]] ."
2.0,0.0025774240493774414,"A skier being [[helped]] onto a red [[stretcher]] by three men , while two other men and a woman prepare to help .

A skier is [[standing]] on a blue [[stretcher]] while three men watch excitedly",1.0,0.5024353265762329,"A skier being [[aid]] onto a red [[stretchers]] by three men , while two other men and a woman prepare to help .

A skier is [[sustained]] on a blue [[gurney]] while three men watch excitedly"
0.0,0.017916321754455566,"People checking out a car with all its doors open in a parking lot in the city .

A [[car]] door has not been [[shut]]",1.0,0.6257914304733276,"People checking out a car with all its doors open in a parking lot in the city .

A [[autos]] door has not been [[ended]]"
1.0,0.9937857389450073,"A man in a striped shirt standing behind a large pile of fruits .

a man stands in front of a small banana pile",1.0,0.9937857389450073,"A man in a striped shirt standing behind a large pile of fruits .

a man stands in front of a small banana pile"
1.0,0.013773977756500244,"A young man in an orange shirt , maneuvers a skateboard at the top of a ramp .

A person rides a skateboard [[well]] .",0.0,0.6854599118232727,"A young man in an orange shirt , maneuvers a skateboard at the top of a ramp .

A person rides a skateboard [[allright]] ."
0.0,0.9981563687324524,"A rally in a different country .

A rally in a seperate country .",0.0,0.9981563687324524,"A rally in a different country .

A rally in a seperate country ."
2.0,0.00012505054473876953,"A group of people are [[walking]] down a busy [[street]] .

A [[group]] of [[people]] are [[sitting]] in the [[library]] .",0.0,0.530362069606781,"A group of people are [[strolling]] down a busy [[thoroughfare]] .

A [[association]] of [[humans]] are [[assis]] in the [[bookcases]] ."
0.0,0.03758811950683594,"Two ladies hiding behind their cotton candy , and smiling on the sidewalk .

Two women with [[cotton]] candy smile .",1.0,0.9522022604942322,"Two ladies hiding behind their cotton candy , and smiling on the sidewalk .

Two women with [[pillowcase]] candy smile ."
0.0,0.09709334373474121,"A man cooking with fire in like 5 pots at the same time !

A man is cooking with a lot of [[pots]] .",1.0,0.9990651607513428,"A man cooking with fire in like 5 pots at the same time !

A man is cooking with a lot of [[casseroles]] ."
2.0,0.006058931350708008,"A bike is parked against a window to a [[store]] called Winter Sport where inside some people sit next to a computer and an older woman stands in the background .

A woman rides her bike [[away]] from a store .",0.0,0.955253005027771,"A bike is parked against a window to a [[malls]] called Winter Sport where inside some people sit next to a computer and an older woman stands in the background .

A woman rides her bike [[remotely]] from a store ."
1.0,0.4854084849357605,"A worker is on a cherry picker in a palm tree .

A person is [[trimming]] a tree .",0.0,0.5624628663063049,"A worker is on a cherry picker in a palm tree .

A person is [[clipping]] a tree ."
1.0,0.04300844669342041,"A older man working at a loom

An [[old]] man [[inspecting]] the process of looming .",0.0,0.5933535099029541,"A older man working at a loom

An [[oldest]] man [[examine]] the process of looming ."
1.0,0.03433883190155029,"A basketball player wearing blue and red is shooting a basket while onlookers sit outside the court .

The basketball [[player]] is taking a foul [[shot]] .",2.0,0.7053811550140381,"A basketball player wearing blue and red is shooting a basket while onlookers sit outside the court .

The basketball [[players]] is taking a foul [[firing]] ."
0.0,0.008096754550933838,"A [[shirtless]] man with cropped hair smokes a [[cigarette]] and ties a plastic bag .

The [[man]] is not wearing a [[shirt]] .",1.0,0.6721429824829102,"A [[topless]] man with cropped hair smokes a [[smokes]] and ties a plastic bag .

The [[mec]] is not wearing a [[shirts]] ."
2.0,0.0025743842124938965,"A [[yellow]] car drives across a snowy path .

A red [[car]] is driving on a sunny day .",1.0,0.8596200942993164,"A [[yellowish]] car drives across a snowy path .

A red [[lorries]] is driving on a sunny day ."
1.0,0.12165212631225586,"A crowd gathered on either side of a soap box derby , with a single soap box car on the road track .

The [[people]] [[watch]] as the soap box [[car]] drives by them .",2.0,0.7157119512557983,"A crowd gathered on either side of a soap box derby , with a single soap box car on the road track .

The [[folks]] [[watching]] as the soap box [[autos]] drives by them ."
2.0,0.0003948807716369629,"A curly-haired [[man]] is [[talking]] or possibly [[debating]] with a blond-haired [[man]] in front of a table .

A [[man]] and a [[woman]] are [[hugging]] in front of a [[restaurant]] .",0.0,0.8741557598114014,"A curly-haired [[males]] is [[chatting]] or possibly [[debated]] with a blond-haired [[fella]] in front of a table .

A [[masculine]] and a [[femme]] are [[hug]] in front of a [[dine]] ."
1.0,0.0018075108528137207,"People seated at long tables all facing the same direction , some writing and some watching .

A family reunion is in [[progress]] as [[relatives]] sit at tables and [[write]] down each other 's [[addresses]] .",2.0,0.503214418888092,"People seated at long tables all facing the same direction , some writing and some watching .

A family reunion is in [[strides]] as [[ancestors]] sit at tables and [[typing]] down each other 's [[adress]] ."
1.0,0.003956198692321777,"The woman in the black shirt [[hands]] [[papers]] to the children surrounding her .

[[THe]] [[woman]] is [[giving]] [[homework]] to the [[children]] .",2.0,0.8033604621887207,"The woman in the black shirt [[mains]] [[documents]] to the children surrounding her .

[[aux]] [[femme]] is [[offering]] [[homeworks]] to the [[babes]] ."
2.0,0.012013614177703857,"A woman is [[cleaning]] up by putting [[dishes]] in the dishwasher after making supper .

a woman is at the [[beach]]",1.0,0.515046238899231,"A woman is [[rinse]] up by putting [[plate]] in the dishwasher after making supper .

a woman is at the [[beachfront]]"
1.0,0.00962454080581665,"A man in tan pants is eating while sitting next to a plate and a pair of shoes .

The man [[has]] black [[hair]] .",2.0,0.569573163986206,"A man in tan pants is eating while sitting next to a plate and a pair of shoes .

The man [[got]] black [[hairdo]] ."
1.0,0.252211332321167,"A [[man]] looks at an iPad on a subway , while a beautiful women reads a book .

The man with the ipad is older than the woman reading the book .",2.0,0.647614598274231,"A [[homme]] looks at an iPad on a subway , while a beautiful women reads a book .

The man with the ipad is older than the woman reading the book ."
1.0,0.012725114822387695,"A young barefoot girl wearing a helmet walks down a mossy covered fallen down tree .

A young bicycle rider [[walks]] on top of a downed tree for fun .",2.0,0.5183541178703308,"A young barefoot girl wearing a helmet walks down a mossy covered fallen down tree .

A young bicycle rider [[marche]] on top of a downed tree for fun ."
2.0,0.0018552541732788086,"a man walks on the icy sidewalk .

The man is [[sitting]] down .",1.0,0.9862868785858154,"a man walks on the icy sidewalk .

The man is [[hearing]] down ."
0.0,0.024082541465759277,"Two boys running down a outer hallway of an apartment building , with one running into frame with the other running ahead down the hall .

Two boys are [[moving]] at high speed .",2.0,0.9409123659133911,"Two boys running down a outer hallway of an apartment building , with one running into frame with the other running ahead down the hall .

Two boys are [[traveling]] at high speed ."
0.0,0.002533435821533203,"Two [[men]] are shirtless on the beach on a beautiful day .

There are men on the beach .",1.0,0.8271734714508057,"Two [[virile]] are shirtless on the beach on a beautiful day .

There are men on the beach ."
2.0,0.0002383589744567871,"A man [[dressed]] in blue [[places]] mop [[inside]] a green [[bucket]] as he [[stands]] on a roof that [[overlooks]] a [[city]] .

A [[man]] is [[jumping]] off a [[building]] .",0.0,0.7695013880729675,"A man [[clothed]] in blue [[emplacements]] mop [[within]] a green [[pail]] as he [[platforms]] on a roof that [[scorns]] a [[municipality]] .

A [[male]] is [[leap]] off a [[buildings]] ."
0.0,0.018394172191619873,"A man wearing a straw hat sitting in a chair holding the leash on a dog who is laying on the sidewalk next to him .

A man is holding the leash of a [[dog]] .",1.0,0.8545224666595459,"A man wearing a straw hat sitting in a chair holding the leash on a dog who is laying on the sidewalk next to him .

A man is holding the leash of a [[doggie]] ."
1.0,0.18968331813812256,"A canoe in the distance on a lake as seen from another canoe .

A canoe has come untied from the dock and is [[drifting]] .",2.0,0.6110658645629883,"A canoe in the distance on a lake as seen from another canoe .

A canoe has come untied from the dock and is [[floating]] ."
2.0,0.009510993957519531,"The football player prepares to [[kick]] the ball .

The quarterback is throwing the football .",1.0,0.9707700610160828,"The football player prepares to [[less]] the ball .

The quarterback is throwing the football ."
2.0,0.00026804208755493164,"Young men drink [[coffee]] and read books just outside some buildings on a sunny day ; an older bearded man in a dark blue shirt glances at a younger man in a striped shirt , who has a red toy crab on the table next to him .

[[Gandalf]] and the red toy crab do [[battle]] in the streets .",1.0,0.5406221151351929,"Young men drink [[cafés]] and read books just outside some buildings on a sunny day ; an older bearded man in a dark blue shirt glances at a younger man in a striped shirt , who has a red toy crab on the table next to him .

[[Faramir]] and the red toy crab do [[battaglia]] in the streets ."
